city_name,state_id,lat,lng,population_city,density_city,incorporated_city,ranking_city
Golden Valley,AZ,35.206,-114.2327,7900,38.7,0,3
Oak Grove,KY,36.6686,-87.4216,7895,284.6,1,3
Center Moriches,NY,40.8004,-72.7958,7890,578.8,0,3
Bernardsville,NJ,40.7268,-74.5918,7888,237.3,1,3
Albertville,MN,45.2364,-93.6618,7883,688.6,1,3
Congers,NY,41.1491,-73.9457,7882,955.5,0,3
Perry,IA,41.8387,-94.0938,7875,554.2,1,3
Plain City,UT,41.3071,-112.0877,7873,251.6,1,3
Sunnyvale,TX,32.7974,-96.5577,7873,184.0,1,3
Luquillo,PR,18.3719,-65.7221,7870,2861.3,0,2
Mont Belvieu,TX,29.8518,-94.8775,7868,170.8,1,3
Homestead Meadows South,TX,31.811,-106.1643,7861,828.2,1,3
St. Joseph,MI,42.0968,-86.4849,7852,946.6,1,3
Humboldt,TN,35.8271,-88.9058,7851,292.2,1,3
Siler City,NC,35.7251,-79.456,7847,500.9,1,3
Bradford,PA,41.9605,-78.6412,7847,910.8,1,3
West Dundee,IL,42.0981,-88.3066,7845,787.2,1,3
Navasota,TX,30.3873,-96.0901,7843,368.4,1,3
St. Martin,MS,30.44,-88.8652,7843,706.0,0,3
Oak Hills,CA,34.391,-117.4123,7838,123.4,0,3
Camden,SC,34.257,-80.609,7834,272.3,1,3
Yreka,CA,41.7291,-122.6312,7833,302.9,1,3
Ripon,WI,43.8436,-88.8386,7823,607.2,1,3
Campbell,OH,41.0777,-80.5903,7819,812.2,1,3
Arroyo,PR,17.9706,-66.0598,7818,2168.5,0,2
Gresham Park,GA,33.7053,-84.3155,7816,1074.9,0,3
Fort Belvoir,VA,38.7119,-77.1459,7815,340.9,1,3
Jackson,WI,43.3233,-88.1666,7814,793.0,1,3
Blair,NE,41.5416,-96.1359,7813,547.4,1,3
Wagoner,OK,35.9645,-95.3785,7813,301.3,1,3
Quincy,FL,30.5661,-84.5858,7811,258.9,1,3
Middleborough Center,MA,41.8945,-70.926,7807,767.5,1,3
Ponchatoula,LA,30.4402,-90.4428,7805,638.6,1,3
Withamsville,OH,39.0628,-84.2808,7803,963.2,0,3
North Patchogue,NY,40.7833,-73.0234,7800,1526.4,0,3
Westmere,NY,42.6884,-73.8744,7798,950.0,0,3
Glen Ridge,NJ,40.8041,-74.2043,7797,2361.6,1,2
Grand Ledge,MI,42.7534,-84.7448,7795,784.4,1,3
Auburn,GA,34.0156,-83.8319,7794,444.3,1,3
Ripley,TN,35.7449,-89.5358,7794,233.8,1,3
Inverness Highlands South,FL,28.8007,-82.3371,7788,536.2,1,3
Webster City,IA,42.4622,-93.8168,7787,338.1,1,3
South San Gabriel,CA,34.0488,-118.0961,7786,3604.1,0,2
Brigantine,NJ,39.4138,-74.3787,7784,460.8,1,3
Bellwood,VA,37.406,-77.4363,7783,518.4,0,3
Palmyra,PA,40.3099,-76.5943,7783,1562.9,1,3
Brunswick,MD,39.318,-77.6253,7781,917.4,1,3
Fort Dix,NJ,40.006,-74.6089,7781,294.1,1,3
Jefferson,WI,43.0044,-88.8084,7778,514.9,1,3
Round Lake Park,IL,42.3309,-88.075,7778,1455.1,1,3
Brevard,NC,35.2438,-82.7265,7777,560.5,1,3
Garden City Park,NY,40.7435,-73.6639,7775,3024.3,0,2
Bonner Springs,KS,39.0817,-94.8776,7770,192.0,1,3
Sabana Seca,PR,18.4273,-66.1809,7769,2714.2,0,2
Four Corners,MD,39.0235,-77.0102,7766,2048.8,0,2
Jersey Village,TX,29.8903,-95.5721,7763,887.2,1,3
Cleveland,TX,30.3381,-95.0908,7756,159.3,1,3
Quincy,WA,47.2344,-119.853,7754,484.7,1,3
Princeton,IL,41.3807,-89.464,7749,363.1,1,3
Farr West,UT,41.3015,-112.0318,7747,505.2,1,3
Baldwinsville,NY,43.1578,-76.3325,7746,937.6,1,3
Lucas,TX,33.0942,-96.5797,7746,191.7,1,3
Dayton,MN,45.1906,-93.4758,7745,127.7,1,3
Albion,MI,42.2478,-84.7572,7732,676.9,1,3
Mount Ivy,NY,41.1927,-74.0296,7730,2025.4,0,2
Glenside,PA,40.1032,-75.1517,7726,2346.1,0,2
Bloomingdale,NJ,41.03,-74.3319,7726,338.9,1,3
Boonville,MO,38.9587,-92.7472,7725,386.6,1,3
Fanwood,NJ,40.6417,-74.3857,7723,2225.9,1,2
Inverness,IL,42.1153,-88.1019,7722,456.3,1,3
Shorewood,MN,44.9034,-93.5905,7722,561.4,1,3
Watsessing,NJ,40.7866,-74.2007,7720,4817.6,0,2
Manhasset,NY,40.7884,-73.6943,7720,1249.7,0,3
Mount Horeb,WI,43.006,-89.7316,7717,918.9,1,3
St. Johns,MI,43.0006,-84.5554,7711,706.6,1,3
Wellington,KS,37.2625,-97.426,7710,390.8,1,3
Tyrone,GA,33.4752,-84.5941,7710,238.0,1,3
Providence Village,TX,33.238,-96.9583,7710,1082.9,1,3
Gettysburg,PA,39.8304,-77.2339,7709,1793.3,1,3
Makawao,HI,20.848,-156.319,7704,838.9,0,3
Park City,KS,37.8101,-97.3256,7703,296.1,1,3
Ilion,NY,43.0114,-75.0396,7703,1193.0,1,3
Park City,IL,42.3521,-87.8914,7702,2570.1,1,2
Fairlawn,OH,41.1271,-81.6216,7697,651.0,1,3
Ruidoso,NM,33.3646,-105.6434,7696,184.2,1,3
Emmett,ID,43.8693,-116.4916,7694,1120.6,1,3
Ludington,MI,43.9573,-86.4434,7691,883.7,1,3
Mansfield Center,MA,42.0225,-71.218,7690,1077.4,1,3
Etowah,NC,35.3061,-82.5902,7689,168.1,0,3
Larkfield-Wikiup,CA,38.513,-122.7536,7688,559.2,1,3
Twin Lakes,CO,39.8229,-105.0036,7686,1805.1,0,3
Kenton,OH,40.6449,-83.6093,7685,593.5,1,3
Ellwood City,PA,40.8619,-80.2829,7684,1276.6,1,3
Lake Dallas,TX,33.1279,-97.0234,7682,1221.8,1,3
Catoosa,OK,36.1834,-95.768,7680,248.3,1,3
Hales Corners,WI,42.9409,-88.0491,7677,928.7,1,3
Northridge,OH,39.9971,-83.777,7675,967.4,0,3
Southeast Arcadia,FL,27.1862,-81.8521,7675,409.3,1,3
Earlimart,CA,35.8914,-119.2721,7674,1020.6,0,3
Parkville,MO,39.2005,-94.7225,7669,199.1,1,3
Seward,NE,40.9099,-97.0957,7667,664.4,1,3
Lamar,CO,38.074,-102.6154,7667,564.1,1,3
Canfield,OH,41.0291,-80.7698,7662,579.6,1,3
Jennings Lodge,OR,45.3927,-122.6152,7662,1861.1,0,3
Kill Devil Hills,NC,36.0167,-75.6699,7658,527.2,1,3
New Albany,MS,34.4909,-89.0201,7657,162.1,1,3
South Apopka,FL,28.657,-81.5058,7653,1394.2,0,3
Fairwood,MD,38.9565,-76.778,7653,866.0,1,3
Marion,NC,35.6777,-82.0017,7652,494.6,1,3
Cherry Valley,CA,33.9797,-116.9694,7652,368.8,0,3
McGregor,FL,26.5611,-81.9134,7650,1248.5,0,3
Farmville,VA,37.2959,-78.4002,7647,384.7,1,3
Clear Lake,IA,43.1347,-93.374,7642,273.7,1,3
Oroville East,CA,39.4947,-121.4866,7640,136.6,1,4
Collinsville,VA,36.7215,-79.9122,7640,375.4,0,3
Oak Ridge,NC,36.174,-79.9916,7637,176.0,1,3
Long Branch,VA,38.8302,-77.2713,7635,1192.9,1,3
Mystic Island,NJ,39.5659,-74.3831,7635,425.9,0,3
Hudsonville,MI,42.8632,-85.8627,7633,715.6,1,3
Piedmont,OK,35.6781,-97.7526,7629,67.9,1,3
Santa Clara,UT,37.1312,-113.656,7625,485.5,1,3
Clinton,SC,34.4781,-81.8638,7624,283.5,1,3
Jerseyville,IL,39.1176,-90.327,7623,562.0,1,3
Hubbard,OH,41.1595,-80.5672,7618,730.1,1,3
Ashland,VA,37.7597,-77.4716,7617,408.6,1,3
Bondurant,IA,41.6985,-93.4556,7617,319.1,1,3
London,KY,37.1175,-84.0767,7612,233.3,1,3
Decorah,IA,43.3012,-91.7839,7611,407.4,1,3
Ojai,CA,34.4488,-119.2469,7610,674.5,1,3
Burton,SC,32.4232,-80.7456,7603,351.5,0,3
Inverness,FL,28.8416,-82.3418,7602,352.3,1,3
Pittston,PA,41.3272,-75.7888,7601,1917.6,1,3
Wickenburg,AZ,33.9837,-112.7669,7600,110.7,1,3
Dunellen,NJ,40.5903,-74.4656,7598,2761.8,1,2
Monahans,TX,31.6289,-103.0403,7595,101.4,1,3
Hewlett,NY,40.6422,-73.6942,7590,3327.8,0,2
Southwest Ranches,FL,26.0476,-80.3751,7589,225.8,1,3
Lakes of the Four Seasons,IN,41.4074,-87.2202,7589,1286.5,0,3
River Oaks,TX,32.7767,-97.3985,7586,1443.6,1,3
White Oak,PA,40.3415,-79.8008,7585,442.4,1,3
Franklin,CA,37.3275,-120.5321,7581,1445.3,1,3
Fort Lee,VA,37.2357,-77.3325,7577,490.7,1,3
Red Chute,LA,32.5732,-93.6059,7577,317.3,0,3
Fort Scott,KS,37.8283,-94.7038,7569,523.5,1,3
Cottage Grove,WI,43.0922,-89.2054,7567,622.9,1,3
Fairfax,CA,37.9886,-122.5952,7567,1311.3,1,3
Woodlake,VA,37.4215,-77.6783,7566,1206.3,0,3
Enoch,UT,37.7669,-113.0449,7563,367.4,1,3
Pikeville,KY,37.4806,-82.5262,7563,140.6,1,3
Lander,WY,42.8312,-108.7599,7561,311.2,1,3
West Livingston,TX,30.6957,-95.0097,7559,122.8,0,3
Mila Doce,TX,26.223,-97.9601,7554,887.6,0,3
Utuado,PR,18.27,-66.7048,7554,1599.2,0,3
Waikele,HI,21.4025,-158.0058,7551,2649.5,1,2
North Bend,WA,47.49,-121.7741,7549,670.4,1,3
Cotati,CA,38.3278,-122.7092,7545,1554.2,1,3
Breaux Bridge,LA,30.2829,-91.9043,7544,377.5,1,3
Williston Park,NY,40.7587,-73.6465,7543,4650.5,1,2
Swainsboro,GA,32.5866,-82.3345,7542,231.5,1,3
Independence,OH,41.378,-81.6385,7539,305.6,1,3
Odessa,FL,28.1821,-82.553,7538,542.6,0,3
Tuttle,OK,35.3068,-97.7564,7533,98.7,1,3
Mount Sterling,KY,38.0648,-83.9472,7532,647.0,1,3
Mantua,VA,38.8526,-77.2571,7531,1228.0,0,3
North Weeki Wachee,FL,28.5592,-82.5537,7529,201.6,1,3
Savage,MD,39.1485,-76.8228,7528,1062.3,0,3
Hughson,CA,37.602,-120.866,7523,1523.7,1,3
Knoxville,IA,41.3188,-93.1024,7523,629.0,1,3
Iron Mountain,MI,45.8275,-88.0599,7522,385.1,1,3
Kaufman,TX,32.5766,-96.3158,7520,310.6,1,3
Creston,IA,41.0598,-94.365,7519,559.5,1,3
New Cumberland,PA,40.2297,-76.8764,7515,1732.6,1,3
Chehalis,WA,46.6638,-122.965,7512,499.4,1,3
DuBois,PA,41.1223,-78.7565,7509,900.8,1,3
Lely Resort,FL,26.0889,-81.7031,7505,580.9,0,3
Hastings,MI,42.6498,-85.2886,7504,556.0,1,3
Bull Run,VA,38.8396,-77.4897,7504,200.9,0,3
Sebastopol,CA,38.4001,-122.8275,7503,1539.1,1,3
Marshfield,MO,37.3424,-92.9107,7501,524.6,1,3
Woodlake,CA,36.4122,-119.1,7495,1015.6,1,3
Madras,OR,44.6483,-121.139,7494,354.7,1,3
Berlin,NJ,39.7915,-74.9374,7489,804.6,1,3
Brighton,MI,42.5298,-83.7848,7486,822.5,1,3
Haddon Heights,NJ,39.8792,-75.0645,7484,1844.9,1,3
Blandon,PA,40.4447,-75.8799,7484,651.1,0,3
Eagle,CO,39.6366,-106.8125,7481,494.3,1,3
Arcadia,FL,27.2215,-81.8585,7480,652.2,1,3
Longboat Key,FL,27.3926,-82.6341,7479,708.1,1,3
Vernon,WI,42.884,-88.2494,7478,96.3,1,4
Kenai,AK,60.5619,-151.1985,7477,99.1,1,3
Crookston,MN,47.7747,-96.6062,7472,557.7,1,3
Marengo,IL,42.2299,-88.6163,7471,324.0,1,3
Tell City,IN,37.9529,-86.7595,7470,636.2,1,3
St. Rose,LA,29.9649,-90.3088,7469,454.9,0,3
Batesville,MS,34.3148,-89.9249,7464,144.4,1,3
Old Town,ME,44.9491,-68.7249,7458,74.2,1,3
Escalon,CA,37.7912,-120.9982,7456,1263.9,1,3
Caribou,ME,46.8662,-67.992,7454,36.3,1,3
Homeland Park,SC,34.4644,-82.6593,7451,611.0,0,3
Hartsville,SC,34.3675,-80.0829,7450,481.0,1,3
Gridley,CA,39.3622,-121.6971,7444,1377.5,1,3
Page,AZ,36.9426,-111.5071,7444,75.3,1,3
Shields,MI,43.4211,-84.0747,7444,364.8,0,3
Great Neck Plaza,NY,40.7869,-73.7262,7443,5918.8,1,2
Floresville,TX,29.1451,-98.1651,7440,373.5,1,3
Palmyra,NJ,40.0025,-75.036,7437,1552.7,1,3
Wildewood,MD,38.3035,-76.547,7436,1015.9,0,3
Umatilla,OR,45.9119,-119.3133,7433,575.5,1,3
Bloomfield,NM,36.7401,-107.9734,7430,154.7,1,3
Pleasantville,NY,41.1377,-73.7828,7430,1548.3,1,3
Hudson Falls,NY,43.3042,-73.5819,7426,1540.3,1,3
Thompson's Station,TN,35.8106,-86.9003,7426,125.8,1,3
Alta Sierra,CA,39.1237,-121.0523,7425,344.5,0,3
Sky Lake,FL,28.4611,-81.3913,7424,2272.6,0,2
Zebulon,NC,35.8329,-78.3158,7421,470.7,1,3
Waikoloa Village,HI,19.9443,-155.8053,7418,181.7,0,3
Dunbar,WV,38.3688,-81.7345,7418,1022.1,1,3
Floris,VA,38.9347,-77.4084,7417,1032.3,0,3
Alamo Heights,TX,29.4828,-98.4682,7417,1555.7,1,3
Dry Run,OH,39.1049,-84.3312,7417,602.0,0,3
Forestbrook,SC,33.7242,-78.9677,7414,780.0,0,3
Taft,CA,35.1268,-119.4243,7414,187.4,1,3
McCook,NE,40.2046,-100.6216,7412,524.2,1,3
Kentfield,CA,37.9481,-122.5497,7410,945.3,0,3
Newberry,FL,29.6382,-82.6061,7401,47.5,1,3
Hitchcock,TX,29.2949,-95.03,7398,47.3,1,3
Briarcliff Manor,NY,41.14,-73.8438,7395,476.2,1,3
Lockwood,MT,45.8199,-108.4072,7393,222.1,0,3
Commerce,GA,34.2134,-83.4733,7391,213.5,1,3
Viola,NY,41.1288,-74.0855,7385,1031.5,0,3
Broadview Park,FL,26.0978,-80.209,7385,2846.5,0,2
Pocahontas,AR,36.2635,-90.9706,7384,371.8,1,3
Trumann,AR,35.677,-90.5259,7383,491.3,1,3
Lampasas,TX,31.064,-98.1824,7377,385.4,1,3
Boyes Hot Springs,CA,38.3126,-122.4888,7374,2685.0,0,2
Nibley,UT,41.6726,-111.8461,7373,630.3,1,3
Cumming,GA,34.2063,-84.1339,7371,378.2,1,3
Union,KY,38.9469,-84.6729,7369,819.3,1,3
Belen,NM,34.7115,-106.7986,7367,149.3,1,3
East Shoreham,NY,40.946,-72.8811,7367,526.8,0,3
Oakdale,NY,40.7375,-73.1344,7365,895.1,0,3
Charles City,IA,43.0646,-92.6745,7364,464.3,1,3
Belle Plaine,MN,44.6196,-93.7606,7363,477.5,1,3
Ancient Oaks,PA,40.536,-75.5852,7363,1172.8,0,3
Highlands,TX,29.813,-95.0577,7359,582.1,0,3
Forest City,NC,35.3339,-81.8702,7357,331.5,1,3
Freeland,MI,43.5198,-84.1124,7357,431.2,0,3
Macclenny,FL,30.2809,-82.1253,7354,583.5,1,3
Clover Creek,WA,47.1404,-122.3827,7354,438.8,1,3
San Antonio,PR,18.4471,-66.2995,7351,1508.5,0,3
La Follette,TN,36.3718,-84.1256,7349,577.4,1,3
Lexington,VA,37.7825,-79.4441,7346,1134.9,1,3
New London,WI,44.3949,-88.7395,7342,508.5,1,3
Laurel Hill,VA,38.7026,-77.2422,7338,639.0,0,3
Northport,NY,40.9038,-73.3447,7337,1230.0,1,3
Kimberly,WI,44.267,-88.3378,7331,1231.9,1,3
Villa Hills,KY,39.0656,-84.5949,7331,786.0,1,3
Carrollton,VA,36.9382,-76.5238,7330,432.8,0,3
Washington,IA,41.2981,-91.6928,7329,530.5,1,3
Garnet,CA,33.9179,-116.4796,7328,359.3,0,3
University Park,IL,41.4461,-87.7154,7328,263.8,1,3
Beacon Square,FL,28.2118,-82.7504,7327,1398.3,0,3
Greenville,AL,31.8437,-86.638,7326,132.5,1,4
Rapid Valley,SD,44.0674,-103.1223,7324,437.2,0,3
Bellbrook,OH,39.6383,-84.0864,7321,901.6,1,3
Chesterland,OH,41.5269,-81.3545,7317,201.5,0,3
Archbald,PA,41.5077,-75.5453,7316,165.3,1,3
Scottsburg,IN,38.6853,-85.7831,7313,509.7,1,3
Flatwoods,KY,38.521,-82.7196,7312,807.3,1,3
Cedarhurst,NY,40.6252,-73.7278,7307,4180.9,1,2
Bermuda Dunes,CA,33.7435,-116.2874,7306,956.3,0,3
Nuevo,CA,33.8011,-117.1414,7305,416.7,0,3
Parkwood,WA,47.5266,-122.5986,7303,1080.1,0,3
Wauseon,OH,41.5532,-84.141,7301,529.9,1,3
Meraux,LA,29.9284,-89.9179,7297,679.2,0,3
Scotia,NY,42.8321,-73.9607,7292,1667.9,1,3
Aurora,MO,36.9673,-93.7184,7290,447.0,1,3
Montevallo,AL,33.1246,-86.8477,7288,219.6,1,3
Oceano,CA,35.1019,-120.6088,7287,1831.2,0,3
Acton,CA,34.4956,-118.1858,7286,71.7,0,3
Rumson,NJ,40.3626,-74.0046,7285,555.1,1,3
San Isidro,PR,18.3921,-65.8844,7285,3751.2,0,2
Riverdale Park,MD,38.9643,-76.9266,7284,1771.4,1,3
Emerson,NJ,40.9748,-74.024,7281,1260.1,1,3
Nappanee,IN,41.4451,-85.994,7276,582.9,1,3
Wollochet,WA,47.2828,-122.5768,7276,481.6,0,3
Whitinsville,MA,42.1146,-71.6688,7273,771.0,0,3
Winters,CA,38.532,-121.9781,7270,956.4,1,3
Walled Lake,MI,42.5379,-83.4786,7262,1269.6,1,3
Nebraska City,NE,40.6762,-95.8613,7257,563.4,1,3
Mammoth Lakes,CA,37.6273,-118.99,7253,112.6,1,3
Clewiston,FL,26.7529,-80.9399,7252,622.1,1,3
Georgetown,DE,38.6894,-75.3872,7247,557.2,1,3
Ben Lomond,CA,37.0782,-122.0881,7247,334.3,0,3
Middletown,PA,40.644,-75.3244,7245,1070.0,0,3
North Riverside,IL,41.8461,-87.8263,7245,1701.9,1,3
La Junta,CO,37.9791,-103.5471,7244,876.2,1,3
Cos Cob,CT,41.0513,-73.5934,7243,1299.4,0,3
East Hills,NY,40.7958,-73.6292,7242,1226.8,1,3
Washington,NJ,40.7587,-74.9825,7240,1422.5,1,3
Pacific,MO,38.4809,-90.754,7239,420.1,1,3
South Haven,IN,41.5438,-87.1367,7237,1229.8,0,3
Radisson,NY,43.1824,-76.2988,7235,618.2,0,3
Taneytown,MD,39.6569,-77.1683,7234,884.9,1,3
Sausalito,CA,37.8581,-122.4933,7233,1583.1,1,3
Globe,AZ,33.387,-110.7513,7230,153.4,1,3
Salem,IL,38.6279,-88.9591,7228,399.2,1,3
Monticello,NY,41.6522,-74.6874,7224,683.4,1,3
Rayne,LA,30.2403,-92.2668,7223,735.4,1,3
Mims,FL,28.6929,-80.8468,7222,163.4,0,3
Clarkston,WA,46.4161,-117.0505,7222,1356.4,1,3
Tolleson,AZ,33.4484,-112.256,7221,486.3,1,3
Dade City,FL,28.3565,-82.1942,7221,402.0,1,3
Winfield,IN,41.4097,-87.2623,7219,224.8,1,3
Wharton,NJ,40.8998,-74.5808,7217,1340.3,1,3
Centerville,SC,34.5257,-82.7161,7217,471.9,0,3
King,NC,36.2769,-80.3566,7210,460.5,1,3
Bremen,GA,33.7085,-85.1495,7209,262.3,1,3
Pinson,AL,33.7055,-86.6678,7209,240.7,1,3
Richland,MS,32.2309,-90.1591,7208,222.2,1,3
Savannah,TN,35.221,-88.236,7206,407.9,1,3
Yorketown,NJ,40.3064,-74.3385,7206,1165.2,0,3
River Rouge,MI,42.2731,-83.1245,7200,1047.4,1,3
Staples,CT,41.1508,-73.3283,7200,639.2,0,3
Calumet Park,IL,41.665,-87.6577,7193,2485.9,1,2
Brockport,NY,43.2137,-77.9404,7192,1277.1,1,3
Gonzales,TX,29.5126,-97.4472,7190,456.6,1,3
Lacy-Lakeview,TX,31.6292,-97.1052,7190,637.7,1,3
Glenolden,PA,39.8996,-75.2919,7190,2848.0,1,2
Wailua Homesteads,HI,22.065,-159.3771,7189,379.9,0,3
South Cleveland,TN,35.1096,-84.9097,7188,197.3,0,3
Keyport,NJ,40.4328,-74.2011,7188,2009.3,1,2
Russellville,KY,36.8394,-86.895,7186,255.2,1,3
Baywood,NY,40.7533,-73.2899,7185,1213.6,1,3
White Knoll,SC,33.8902,-81.2391,7185,453.4,0,3
Laurel,MT,45.6735,-108.7707,7181,1275.0,1,3
Delafield,WI,43.072,-88.3913,7181,294.6,1,3
Hiawatha,IA,42.0547,-91.6911,7179,581.7,1,3
Lake Hallie,WI,44.8921,-91.4199,7178,194.7,1,3
Orchard Mesa,CO,39.0363,-108.5166,7173,755.3,0,3
Mead,WA,47.7795,-117.35,7172,381.2,0,3
Souderton,PA,40.311,-75.3224,7169,2468.3,1,2
Noble,OK,35.1381,-97.3695,7168,216.9,1,3
Logan,OH,39.5385,-82.4062,7168,577.6,1,3
West Frankfort,IL,37.8997,-88.9301,7168,555.3,1,3
Porters Neck,NC,34.2942,-77.7695,7165,511.3,1,3
Lake Lorraine,FL,30.4407,-86.5657,7164,1344.2,0,3
Piñon Hills,CA,34.4437,-117.6214,7157,86.0,0,3
Harrisburg,SD,43.4324,-96.7041,7157,588.7,1,3
Hobart,WA,47.412,-121.996,7155,146.9,0,3
Stratmoor,CO,38.7731,-104.7786,7154,1044.0,0,3
Sound Beach,NY,40.9578,-72.9725,7154,1687.7,0,3
Delphos,OH,40.8465,-84.3368,7153,831.3,1,3
Welcome,SC,34.8203,-82.46,7153,598.7,0,3
Sandston,VA,37.512,-77.3149,7152,279.9,0,3
Mentor-on-the-Lake,OH,41.7132,-81.3647,7152,1711.8,1,3
Ridley Park,PA,39.8785,-75.3251,7152,2559.6,1,2
Seminole,OK,35.2348,-96.6493,7144,201.3,1,3
Moapa Valley,NV,36.6078,-114.4566,7144,63.2,0,3
Seaside,OR,45.9889,-123.9214,7142,708.1,1,3
Sandwich,IL,41.6497,-88.6179,7139,582.0,1,3
Dayton,TN,35.4912,-85.012,7139,324.1,1,3
Milton-Freewater,OR,45.934,-118.3909,7137,1358.0,1,3
Jasper,TX,30.9221,-93.9947,7131,263.6,1,3
Prairie Grove,AR,35.9858,-94.3049,7131,295.2,1,3
Wetumpka,AL,32.5406,-86.2053,7129,251.3,1,3
Atherton,CA,37.454,-122.2031,7124,548.4,1,3
Timnath,CO,40.5338,-104.9623,7122,376.3,1,3
Sturgis,SD,44.411,-103.4973,7121,428.2,1,3
Greenville,IL,38.8867,-89.3894,7121,435.8,1,3
Frostburg,MD,39.6506,-78.9269,7118,821.9,1,3
Strasburg,VA,38.9961,-78.3549,7104,673.8,1,3
West Miami,FL,25.7578,-80.2969,7104,3868.9,1,2
Valley Falls,SC,35.0073,-81.9692,7104,528.8,0,3
Sudden Valley,WA,48.7236,-122.3442,7103,640.9,0,3
Murphysboro,IL,37.7678,-89.3324,7101,522.5,1,3
Mills River,NC,35.3853,-82.5854,7100,122.9,1,3
Fircrest,WA,47.2307,-122.5157,7098,1730.8,1,3
Pacific,WA,47.261,-122.2507,7097,1132.4,1,3
Crete,NE,40.6253,-96.9575,7093,721.1,1,3
Robinson,IL,39.0089,-87.7333,7089,582.5,1,3
Wayne,PA,40.0409,-75.3945,7088,1288.5,0,3
Garden Home-Whitford,OR,45.4642,-122.7588,7086,1766.3,1,3
Heathrow,FL,28.7754,-81.3721,7084,997.0,0,3
Dahlonega,GA,34.5311,-83.9804,7083,310.2,1,3
Demopolis,AL,32.498,-87.8298,7080,154.1,1,3
Lackland AFB,TX,29.3866,-98.6179,7077,645.2,1,3
Kingsland,TX,30.6651,-98.4545,7075,302.0,0,3
Waveland,MS,30.293,-89.3905,7075,321.8,1,3
Cortland,OH,41.3319,-80.7195,7073,630.6,1,3
Highgrove,CA,34.0106,-117.3098,7069,848.3,0,3
Marble Falls,TX,30.5649,-98.2768,7068,174.3,1,3
Heber Springs,AR,35.4995,-92.0292,7066,300.0,1,3
St. Joseph,MN,45.5655,-94.3035,7066,293.6,1,3
Philadelphia,MS,32.7761,-89.1221,7065,223.4,1,3
Old Greenwich,CT,41.0254,-73.5692,7060,1366.1,0,3
Nyack,NY,41.0919,-73.9143,7057,3539.0,1,2
Kosciusko,MS,33.0585,-89.5893,7056,361.2,1,3
Inwood,FL,28.0391,-81.7677,7054,1439.1,0,3
Batesville,IN,39.2974,-85.2144,7052,446.5,1,3
Woods Creek,WA,47.8822,-121.8981,7048,193.9,0,3
"Islamorada, Village of Islands",FL,24.9407,-80.6098,7044,421.7,1,3
Sappington,MO,38.526,-90.373,7039,1135.4,0,3
Lacombe,LA,30.3141,-89.931,7035,102.7,0,3
Stickney,IL,41.8183,-87.773,7031,1410.7,1,3
Fayetteville,TN,35.149,-86.5634,7026,282.0,1,3
Seminole,TX,32.7207,-102.6501,7024,652.5,1,3
Barrington,NJ,39.8689,-75.0514,7022,1714.6,1,3
Midland Park,NJ,40.9952,-74.141,7022,1726.0,1,3
Belle Isle,FL,28.4723,-81.3491,7020,1129.5,1,3
Milltown,NJ,40.4504,-74.4351,7017,1743.9,1,3
Church Hill,TN,36.5204,-82.7151,7016,287.1,1,3
Tappan,NY,41.027,-73.952,7016,982.5,0,3
Trinity,NC,35.8756,-80.0093,7012,160.3,1,3
Grove,OK,36.5928,-94.7877,7012,285.0,1,3
Fort Bragg,CA,39.4399,-123.8013,7007,936.3,1,3
Basehor,KS,39.1332,-94.9333,7004,377.8,1,3
Connellsville,PA,40.0161,-79.5893,7004,1239.4,1,3
Morehead,KY,38.1906,-83.4466,7001,279.4,1,3
Kahaluu-Keauhou,HI,19.5669,-155.9533,7001,337.6,1,3
Benton,IL,38.0109,-88.9179,6999,492.2,1,3
Kingston Estates,NJ,39.9188,-74.9898,6999,2333.1,0,2
Tuckahoe,NY,40.9531,-73.823,6995,4493.7,1,2
Idabel,OK,33.904,-94.8285,6994,162.3,1,3
Mountainside,NJ,40.6811,-74.3601,6991,675.4,1,3
Byron Center,MI,42.8121,-85.7279,6988,530.8,0,3
Rockland,ME,44.1274,-69.1369,6986,209.9,1,3
West Samoset,FL,27.4702,-82.5552,6985,2002.7,0,2
Mascotte,FL,28.611,-81.9106,6985,209.4,1,3
California Polytechnic State University,CA,35.3053,-120.6655,6983,1753.1,0,3
Richboro,PA,40.2262,-75.0006,6983,615.6,0,3
Youngtown,AZ,33.5846,-112.3048,6980,1812.4,1,3
Morrilton,AR,35.1558,-92.7387,6980,305.3,1,3
Mount Carmel,IL,38.4187,-87.7695,6978,560.2,1,3
Bennettsville,SC,34.6303,-79.6875,6975,436.0,1,3
Pike Creek,DE,39.7488,-75.695,6975,1001.6,0,3
Elkins Park,PA,40.0775,-75.128,6973,1546.1,0,3
Lincoln,AL,33.5935,-86.1365,6968,104.8,1,3
Gurabo,PR,18.2528,-65.9785,6966,2235.5,0,2
Spring Lake Park,MN,45.1161,-93.2451,6966,1348.4,1,3
Gulf Park Estates,MS,30.3802,-88.7581,6965,1013.0,0,3
Indian River Estates,FL,27.3564,-80.2983,6965,482.8,0,3
Stratford,NJ,39.829,-75.0156,6962,1711.7,1,3
Mendota,IL,41.5553,-89.1041,6961,531.6,1,3
Greenbrier,TN,36.4243,-86.7975,6954,369.8,1,3
Belfast,ME,44.4279,-69.0325,6953,78.8,1,3
Aspen,CO,39.1951,-106.8369,6952,695.9,1,3
