city_name,state_id,lat,lng,population_city,density_city,incorporated_city,ranking_city
Prague,NE,41.3094,-96.8082,342,249.6,1,3
Summers,AR,35.9834,-94.4866,342,54.2,0,3
Bay View Gardens,IL,40.8102,-89.5272,342,232.0,1,3
Lunenburg,VT,44.457,-71.6803,342,52.0,0,3
Island Falls,ME,46.0081,-68.2648,342,104.6,0,3
Mount Clare,IL,39.1003,-89.8252,341,85.6,1,3
Athalia,OH,38.5127,-82.3093,341,192.0,1,3
Centerport,PA,40.4865,-76.0056,341,504.4,1,3
Summit,SD,45.3056,-97.0391,341,240.3,1,3
Dateland,AZ,32.8209,-113.5418,341,6.0,0,3
Newry,SC,34.724,-82.9141,341,155.2,0,3
Clayton,WI,45.326,-92.171,341,41.0,1,3
Fairhaven,CA,40.7884,-124.2014,341,202.6,0,3
Boyne Falls,MI,45.1678,-84.9131,341,234.4,1,3
McVille,ND,47.7653,-98.1755,341,91.7,1,3
Lake Cavanaugh,WA,48.3225,-122.0122,341,170.8,0,3
Hebron,TX,33.0337,-96.8759,341,4487.9,1,2
Nelson,WI,44.4213,-92.0041,341,97.3,1,3
North Vandergrift,PA,40.6085,-79.5561,341,335.4,0,3
Nipinnawasee,CA,37.4031,-119.7293,341,42.7,0,3
Malone,WA,46.9779,-123.3035,341,14.6,0,3
Robbins,CA,38.867,-121.7056,341,50.8,0,3
Columbia,LA,32.1026,-92.077,341,172.3,1,3
Timberlake,NM,35.2012,-108.4843,341,11.2,0,3
Henrietta,NC,35.2569,-81.8012,341,225.6,0,3
Falls View,WV,38.1296,-81.2539,340,280.6,0,3
Hunker,PA,40.2041,-79.6154,340,232.6,1,3
Quechee,VT,43.6445,-72.4184,340,70.9,0,3
Birdseye,IN,38.3149,-86.6961,340,206.4,1,3
Kokomo,MS,31.1991,-90.0008,340,78.3,0,3
Ridgeville Corners,OH,41.4388,-84.2554,340,143.6,0,3
Wakita,OK,36.8819,-97.9241,340,221.3,1,3
Quitman,LA,32.3507,-92.7236,340,140.6,1,3
South Haven,KS,37.0495,-97.4013,340,131.4,1,3
Fort Thomas,AZ,33.0222,-109.9665,340,15.1,0,3
Colton,WA,46.5675,-117.1284,340,212.9,1,3
Lybrook,NM,36.229,-107.5549,340,33.8,0,3
Outlook,WA,46.3311,-120.0924,340,280.9,0,3
Fayette,UT,39.2244,-111.8539,339,331.7,1,3
Glencoe,KY,38.7253,-84.8238,339,74.3,1,3
McEwensville,PA,41.0723,-76.8188,339,388.4,1,3
Royal,IL,40.193,-87.9721,339,228.7,1,3
Petersburg,OH,40.9094,-80.5335,339,86.3,0,3
La Valle,WI,43.583,-90.1303,339,328.5,1,3
Jersey,OH,40.0557,-82.7227,339,79.8,0,3
Fairwater,WI,43.7424,-88.868,339,178.1,1,3
East Point,AL,34.1857,-86.7928,339,134.6,0,3
Redfield,TX,31.6811,-94.6629,339,83.0,0,3
Mound Valley,KS,37.2071,-95.4046,338,203.3,1,3
Halbur,IA,42.0051,-94.9723,338,279.4,1,3
Presho,SD,43.9071,-100.0583,338,194.4,1,3
Jensen,UT,40.3695,-109.3555,338,40.4,0,3
Fairfield,NC,35.5471,-76.2261,338,18.5,0,3
Hebron,WI,42.9232,-88.6916,338,52.9,0,3
Hollandale,MN,43.7598,-93.2043,338,296.3,1,3
Fife Lake,MI,44.5731,-85.3511,338,179.6,1,3
Eckley,CO,40.1124,-102.4883,338,276.0,1,3
Mansfield,GA,33.518,-83.7348,338,119.4,1,3
Arthur,ND,47.1043,-97.2184,338,85.3,1,3
Irwin,IA,41.7901,-95.2068,338,223.0,1,3
Salem,IA,40.852,-91.6206,338,208.5,1,3
Rock City,IL,42.4129,-89.4715,338,387.9,1,3
Wausau,FL,30.6334,-85.5874,338,113.4,1,3
Ludlow,IL,40.3866,-88.1259,338,328.3,1,3
Inchelium,WA,48.3379,-118.2372,338,4.9,0,3
Newark,WV,39.1219,-81.391,337,138.2,0,3
Hanoverton,OH,40.7547,-80.9355,337,187.1,1,3
Deer Park,MD,39.424,-79.326,337,130.3,1,3
Fairfield,VA,37.8827,-79.2829,337,192.1,0,3
Johnson,IN,38.2778,-87.7459,337,65.3,0,4
Rushmore,MN,43.6197,-95.799,337,334.8,1,3
Gilbertsville,NY,42.4693,-75.3226,337,129.8,1,3
Coyote Flats,TX,32.3528,-97.2944,337,71.8,1,4
Branch,AR,35.3075,-93.9557,337,41.7,1,3
Bootjack,CA,37.4673,-119.8852,337,34.0,0,3
New Albany,PA,41.6003,-76.4445,337,297.9,1,3
Fairmount,ND,46.0547,-96.6029,337,425.0,1,3
Rising City,NE,41.198,-97.2972,337,348.9,1,3
Munich,ND,48.6729,-98.8385,337,90.8,1,3
Oberlin,PA,40.2398,-76.8155,337,1211.8,0,3
Amity,IN,39.4262,-86.0011,337,198.4,0,4
East Arcadia,NC,34.3816,-78.3231,337,57.9,1,3
McHenry,KY,37.3795,-86.9226,337,201.1,1,3
Hunterstown,PA,39.8825,-77.1568,337,75.5,0,3
Blessing,TX,28.8728,-96.2172,337,64.1,0,3
Hatton,AL,34.5611,-87.4136,336,97.3,0,3
Polk,NE,41.0755,-97.7834,336,265.1,1,3
Bonesteel,SD,43.0775,-98.9467,336,289.2,1,3
Esto,FL,30.9819,-85.6429,336,59.5,1,3
Martinton,IL,40.9153,-87.7264,336,312.2,1,3
Gypsum,KS,38.7058,-97.4266,336,460.0,1,3
Poyen,AR,34.3242,-92.642,336,171.0,1,3
Keswick,VA,38.0127,-78.3613,336,65.1,0,3
Harperville,MS,32.4928,-89.4879,336,90.3,0,3
Bowers,DE,39.0602,-75.402,336,306.8,1,3
Marine View,WA,46.9637,-119.3508,336,144.9,0,3
Imbler,OR,45.4621,-117.9632,336,375.8,1,3
North Sultan,WA,47.8829,-121.8253,336,230.2,0,3
Mystic,IA,40.7792,-92.9446,335,43.9,1,3
Newcastle,UT,37.6628,-113.5644,335,32.5,0,3
Bagley,WI,42.9015,-91.0971,335,181.2,1,3
Macclesfield,NC,35.7522,-77.6704,335,238.5,1,3
Abanda,AL,33.0926,-85.5253,335,43.1,0,3
Marshall,OK,36.1502,-97.6234,335,203.5,1,3
Mongo,IN,41.6848,-85.2797,335,332.2,0,4
Bethania,NC,36.1808,-80.3376,335,190.6,1,3
Templeton,IA,41.918,-94.9413,335,286.9,1,3
Oden,AR,34.6215,-93.7862,335,158.8,1,3
Prairietown,IL,38.9665,-89.9234,335,72.3,0,3
Klickitat,WA,45.818,-121.1626,335,137.9,0,3
Edmundson Acres,CA,35.2273,-118.8233,335,427.9,0,3
Fairview,KS,39.8397,-95.7282,334,170.0,1,3
Monterey,IN,41.156,-86.4821,334,148.9,1,3
Oldwick,NJ,40.67,-74.7443,334,71.7,0,3
Sadorus,IL,39.9669,-88.3451,334,125.5,1,3
Lohrville,IA,42.267,-94.5515,334,57.2,1,3
Edgefield,LA,32.0501,-93.336,334,105.6,1,3
Moline,KS,37.3637,-96.3025,334,318.6,1,3
Beulah,MS,33.7905,-90.9802,334,278.4,1,3
Pigeon Falls,WI,44.4247,-91.2082,334,297.1,1,3
Hillsboro Pines,FL,26.3253,-80.1947,334,2257.8,0,2
New Galilee,PA,40.8335,-80.4011,334,230.3,1,3
Windthorst,TX,33.576,-98.4348,334,51.5,1,3
Cumberland,VA,37.4914,-78.2577,334,31.0,0,3
Table Rock,NE,40.1783,-96.0887,334,219.7,1,3
Promised Land,SC,34.1276,-82.2307,334,82.7,0,3
Hepzibah,WV,39.3309,-80.3341,334,139.8,0,3
Osborn,MO,39.7496,-94.3566,334,226.4,1,3
Hoskins,NE,42.1126,-97.3045,333,356.0,1,3
Gilbert,WV,37.6142,-81.8689,333,129.2,1,3
Annex,OR,44.2346,-116.9922,333,52.3,0,3
Malinta,OH,41.3196,-84.0353,333,167.0,1,3
East Hodge,LA,32.2776,-92.714,333,367.7,1,3
Rose City,TX,30.1049,-94.0506,333,85.0,1,3
Arcadia,NE,41.4249,-99.1261,333,225.1,1,3
Joppa,IL,37.207,-88.8447,333,264.7,1,3
Chili,WI,44.6296,-90.3583,333,98.6,0,3
Albright,WV,39.4937,-79.6399,333,305.4,1,3
South Heights,PA,40.5746,-80.2364,333,491.8,1,3
Barber,OK,35.7562,-94.8414,333,19.8,0,3
Iliff,CO,40.7592,-103.0661,333,198.9,1,3
Sandia,TX,28.0198,-97.8704,333,133.1,0,3
Henlawson,WV,37.9,-81.982,332,159.8,0,3
Idaville,IN,40.7588,-86.6505,332,22.0,0,3
Ostrander,MN,43.6137,-92.4263,332,269.9,1,3
Atlantic Beach,SC,33.8035,-78.7177,332,1295.1,1,3
Goodyear Village,AZ,33.1973,-111.8724,332,38.2,1,4
Downing,MO,40.4873,-92.3689,332,194.5,1,3
Eastman,WI,43.1622,-91.0254,332,35.8,1,3
Riverton,CT,41.9631,-73.0166,332,265.6,0,3
Trent,SD,43.9063,-96.6578,332,123.0,1,3
Ellsworth,MI,45.1665,-85.2435,332,171.5,1,3
Oliver,WI,46.6493,-92.1885,332,61.8,1,3
Bolingbroke,GA,32.9401,-83.7985,331,68.1,0,3
Marshall,IN,39.8475,-87.1868,331,395.1,1,3
Burleigh,NJ,39.049,-74.8465,331,83.9,0,3
Vernon,AZ,34.2508,-109.6926,331,225.7,0,3
Deferiet,NY,44.0344,-75.6793,331,189.5,1,3
Gold Hill,NC,35.5254,-80.3452,331,51.4,0,3
Ute,IA,42.0503,-95.7058,331,260.8,1,3
Pitsburg,OH,39.9871,-84.488,331,585.4,1,3
Jamestown,MO,38.7667,-92.4802,331,127.9,1,3
Alton,UT,37.4303,-112.5061,331,55.8,1,3
Blevins,AR,33.8716,-93.5778,331,128.5,1,3
Centertown,MO,38.618,-92.409,331,134.8,1,3
Pointe a la Hache,LA,29.5738,-89.7809,331,72.5,0,3
Bailey Lakes,OH,40.9488,-82.3572,331,161.7,1,4
Cameron,IL,40.8875,-90.5164,331,202.0,0,3
Barrera,TX,26.3925,-98.8985,331,509.6,1,3
Damascus,GA,31.2989,-84.717,331,72.6,1,3
Finesville,NJ,40.611,-75.1738,331,60.4,0,3
Alma,IL,38.7229,-88.9118,330,112.5,1,3
Wacissa,FL,30.3566,-83.9937,330,30.4,0,3
Sadler,TX,33.682,-96.8487,330,163.2,1,3
Longton,KS,37.3779,-96.0821,330,108.4,1,3
Lakeland Shores,MN,44.9478,-92.7612,330,349.4,1,3
Salemburg,NC,35.0152,-78.5028,330,130.6,1,3
St. Maurice,LA,31.7613,-92.9389,330,19.1,0,3
Painesdale,MI,47.0435,-88.6715,330,322.9,0,3
Chewton,PA,40.8946,-80.3208,330,85.3,0,3
Rock Springs,WI,43.479,-89.9177,330,98.1,1,3
Yaak,MT,48.8647,-115.6777,330,4.6,0,3
Portage Des Sioux,MO,38.9274,-90.3434,330,221.5,1,3
Hull,TX,30.1464,-94.6422,330,63.9,0,3
New Eucha,OK,36.3912,-94.8522,330,16.4,1,4
Wardner,ID,47.5189,-116.1357,330,146.2,1,3
Ribera,NM,35.37,-105.4441,330,50.6,0,3
Manila,UT,40.9922,-109.7209,330,123.1,1,3
Akron,MI,43.5667,-83.5143,330,135.3,1,3
Zuehl,TX,29.496,-98.1535,330,24.1,0,3
Navajo Dam,NM,36.8339,-107.646,330,10.6,0,3
Delaware,OK,36.779,-95.6425,329,322.5,1,3
New Douglas,IL,38.9697,-89.6665,329,121.2,1,3
Simms,MT,47.4931,-111.9474,329,16.7,0,3
Glenvil,NE,40.5025,-98.2545,329,428.8,1,3
Mokane,MO,38.6744,-91.8723,329,9.6,1,3
Grenora,ND,48.6199,-103.9367,329,209.1,1,3
Roscoe,SD,45.4501,-99.3367,329,367.9,1,3
Creighton,MO,38.4966,-94.0721,329,521.4,1,3
Newburg,MO,37.916,-91.9004,329,197.0,1,3
Delanson,NY,42.7474,-74.1841,329,197.4,1,3
Verlot,WA,48.1003,-121.7679,329,11.7,0,3
Wayland,KY,37.4508,-82.7996,329,46.9,1,3
La Yuca,PR,18.0727,-66.6077,329,1335.9,1,3
Hollandale,WI,42.8756,-89.9342,329,174.2,1,3
J.F. Villareal,TX,26.4199,-98.9788,329,477.3,1,3
Stittville,NY,43.2236,-75.289,329,259.4,0,3
Quimby,IA,42.629,-95.6442,329,311.8,1,3
Copper Center,AK,61.9845,-145.3544,329,10.2,0,3
Trilby,FL,28.4564,-82.194,329,126.6,0,3
Idledale,CO,39.6688,-105.2432,329,181.2,0,3
Briceville,TN,36.1777,-84.1837,329,263.2,0,3
Fairbanks,IN,39.2195,-87.5222,329,108.6,0,4
Dowling,MI,42.5227,-85.2531,329,20.9,0,3
Vernon,CA,34.0019,-118.2105,329,25.5,1,3
Ranshaw,PA,40.7856,-76.5172,328,512.4,0,3
Mannsville,NY,43.7158,-76.0649,328,141.2,1,3
Hyampom,CA,40.6262,-123.4689,328,6.2,0,3
Garden Prairie,IL,42.2534,-88.7178,328,198.6,0,3
Frohna,MO,37.6375,-89.6197,328,140.3,1,3
Buffalo,SD,45.5863,-103.5434,328,228.7,1,3
Easton,WA,47.2405,-121.1733,328,39.4,0,3
Windsor,NJ,40.2465,-74.5814,328,110.3,0,3
Snyder,NE,41.7045,-96.7869,328,261.0,1,3
Leavenworth,IN,38.1997,-86.3454,328,144.3,1,3
Bennington,OK,34.0038,-96.0376,328,172.8,1,3
Hydaburg,AK,55.2061,-132.8208,328,352.4,1,3
Carbon,IN,39.5991,-87.1077,328,195.0,1,3
New Riegel,OH,41.052,-83.3191,328,245.0,1,3
Turnerville,WY,42.8624,-110.9007,328,25.9,0,3
Garrison,IA,42.1452,-92.1441,328,331.2,1,3
Varnado,LA,30.895,-89.8318,328,149.2,1,3
Lewistown,MD,39.5409,-77.4191,327,197.4,0,3
Oslo,MN,48.1954,-97.1321,327,333.7,1,3
Cuba,AL,32.441,-88.3755,327,31.1,1,3
Deep River,IA,41.5816,-92.3729,327,288.6,1,3
Two Strike,SD,43.2141,-100.8988,327,6.8,0,3
Montgomery,MI,41.7775,-84.8064,327,126.3,1,3
Hunters Hollow,KY,38.0784,-85.6934,327,1575.6,1,3
Eau Claire,PA,41.1368,-79.7986,327,99.1,1,3
Keokee,VA,36.8622,-82.9161,327,26.8,0,3
Yellow Pine,ID,44.9623,-115.488,327,128.3,0,3
New Alexandria,OH,40.2916,-80.675,327,76.3,1,3
Kirkwood,PA,39.8539,-76.0798,327,56.8,0,3
Kanarraville,UT,37.5378,-113.181,327,283.6,1,3
Jordan,MT,47.3211,-106.9098,327,360.5,1,3
Eldon,OK,35.9305,-94.8179,327,14.1,0,3
Sperryville,VA,38.6562,-78.2323,327,141.7,0,3
Mackville,KY,37.7355,-85.0701,326,311.0,1,3
Friendship,MD,38.7358,-76.5878,326,70.1,0,3
Alsace Manor,PA,40.3973,-75.8548,326,489.5,0,3
Wells River,VT,44.1538,-72.0615,326,66.6,1,3
Rushville,OH,39.7644,-82.4304,326,372.9,1,3
Brownsboro Village,KY,38.2629,-85.6659,326,1622.5,1,3
Cambridge,ID,44.5719,-116.6778,326,260.1,1,3
Arimo,ID,42.5601,-112.173,326,281.2,1,3
Canby,CA,41.4477,-120.8843,326,54.9,0,3
Arenzville,IL,39.8805,-90.3706,326,163.9,1,3
Manalapan,FL,26.562,-80.0439,326,281.5,1,3
Enon Valley,PA,40.8559,-80.4565,326,257.4,1,3
Glen Fork,WV,37.6982,-81.5362,326,41.0,0,3
Arkabutla,MS,34.7003,-90.1216,326,31.2,0,3
East Kingston,NY,41.9524,-73.9704,326,186.8,0,3
Terral,OK,33.8966,-97.9383,326,295.6,1,3
Jamestown,WA,48.1229,-123.0911,326,216.0,0,3
Lake Holiday Hideaway,IN,39.996,-87.3067,325,234.9,1,3
Libertyville,IA,40.9582,-92.0496,325,248.0,1,3
Newsoms,VA,36.6262,-77.1248,325,251.1,1,3
Ezel,KY,37.892,-83.4446,325,141.8,0,3
Spring Mill,KY,38.1436,-85.6315,325,1559.1,1,3
Oswego,IN,41.3203,-85.7872,325,268.4,0,4
Sadieville,KY,38.3883,-84.549,325,115.8,1,3
Palisades,TX,35.0614,-101.8032,325,223.5,1,3
Pikes Creek,PA,41.3085,-76.1028,325,98.5,0,3
Grahamtown,MD,39.6448,-78.9225,325,611.6,0,3
New Point,IN,39.3096,-85.3266,325,270.5,1,3
Haring,MI,44.2819,-85.4007,325,54.3,0,3
Trent,OR,43.9429,-122.8575,325,79.2,0,3
Cañon,NM,35.6718,-106.7527,325,7.8,0,3
Plummer,MN,47.9151,-96.0416,325,47.0,1,3
Pierson,IA,42.5437,-95.8667,325,264.2,1,3
North Robinson,OH,40.7924,-82.8568,325,191.1,1,3
Norway,SC,33.4503,-81.1266,325,158.4,1,3
Lee,IL,41.7955,-88.9417,325,272.3,1,3
Gerrard,CO,37.6783,-106.5753,325,104.7,0,3
Bolton Landing,NY,43.563,-73.6529,325,81.4,0,3
Bush,IL,37.8427,-89.1295,324,275.0,1,3
Cove,AR,34.4366,-94.4161,324,78.3,1,3
Miccosukee,FL,30.5931,-84.047,324,45.1,0,3
Liscomb,IA,42.1912,-93.0063,324,123.9,1,3
Jeffers,MN,44.0559,-95.1953,324,322.6,1,3
Mansfield,WA,47.8119,-119.6379,324,331.0,1,3
Dexter,MN,43.7194,-92.7017,324,88.8,1,3
Fort Supply,OK,36.5721,-99.5735,324,448.8,1,3
Belle Rive,IL,38.2317,-88.7405,324,121.9,1,3
Cuylerville,NY,42.7778,-77.8737,324,296.8,0,3
Paxton,IN,39.0212,-87.3886,324,225.1,0,4
Angie,LA,30.9633,-89.8177,324,81.7,1,3
Tiki Gardens,HI,19.5287,-155.0031,324,72.8,0,3
Milton,IN,39.7862,-85.1562,323,544.7,1,3
Bronwood,GA,31.8305,-84.3644,323,157.8,1,3
Hendricks,WV,39.0755,-79.6299,323,59.1,1,3
Rattan,OK,34.2005,-95.4131,323,31.5,1,3
Dumas,MS,34.6381,-88.8431,323,32.0,1,3
Reserve,WI,45.8337,-91.3545,323,2.4,0,3
McConnells,SC,34.8695,-81.2266,323,36.8,1,3
Schuyler,VA,37.7939,-78.7002,323,81.0,0,3
Francis,OK,34.8745,-96.5926,323,223.1,1,3
Cumberland,OH,39.8534,-81.6588,323,256.8,1,3
Hunts Point,WA,47.647,-122.2306,323,566.5,1,3
Rocky Ridge,OH,41.531,-83.2126,323,124.5,1,3
Vanlue,OH,40.9752,-83.4825,323,225.6,1,3
Leonard,MI,42.8652,-83.1429,323,125.5,1,3
Xenia,IL,38.6373,-88.6375,323,252.9,1,3
Charlton,MD,39.6344,-77.8944,323,191.8,0,3
Crucible,PA,39.9479,-79.9657,323,108.2,0,3
Melvin,IA,43.2866,-95.609,322,103.4,1,3
Melvern,KS,38.5073,-95.6377,322,291.0,1,3
Persia,IA,41.5785,-95.5701,322,248.0,1,3
Winslow,IL,42.4929,-89.7948,322,271.5,1,3
Tecumseh,KS,39.0419,-95.5807,322,34.8,0,3
Iron City,GA,31.0136,-84.8133,322,155.7,1,3
Vesta,MN,44.5067,-95.4139,322,307.5,1,3
West Harrison,IN,39.2581,-84.8225,322,926.9,1,3
East Laurinburg,NC,34.7691,-79.445,322,677.6,1,3
Numidia,PA,40.8783,-76.4034,322,117.8,0,3
Lake Almanor West,CA,40.2336,-121.2021,322,54.4,0,3
Mad River,CA,40.4325,-123.492,322,3.5,0,3
Mercersville,MD,39.4968,-77.7672,322,62.3,0,3
Kiamesha Lake,NY,41.6806,-74.6652,321,121.5,0,3
Elkmont,AL,34.9289,-86.9765,321,75.5,1,3
Hanston,KS,38.1229,-99.7127,321,183.5,1,3
Kerby,OR,42.2045,-123.649,321,48.0,0,3
Tremont,MS,34.2326,-88.2507,321,25.3,1,3
Lead Hill,AR,36.4137,-92.9067,321,214.4,1,3
Malden-on-Hudson,NY,42.0932,-73.9365,321,247.4,0,3
Mize,MS,31.8665,-89.5542,321,50.8,1,3
Griffithville,AR,35.1231,-91.6449,321,226.2,1,3
Blanca,CO,37.4393,-105.5135,321,67.6,1,3
Fort Atkinson,IA,43.1443,-91.9346,321,222.3,1,3
Railroad,PA,39.7596,-76.6961,321,194.2,1,3
Sand Hill,OK,35.6343,-95.2012,321,16.3,1,4
Burlison,TN,35.5569,-89.7847,321,118.0,1,3
Homer,IN,39.5781,-85.578,321,111.3,0,4
Laketown,UT,41.8275,-111.3242,320,49.2,1,3
Toronto,SD,44.5724,-96.6414,320,98.4,1,3
Dix,NE,41.2342,-103.4867,320,159.3,1,3
Emerson,AR,33.0973,-93.196,320,124.7,1,3
Kratzerville,PA,40.8588,-76.8939,320,131.6,0,3
Backus,MN,46.8207,-94.5148,320,199.4,1,3
Smithville,GA,31.9011,-84.2552,320,48.6,1,3
Buckner,AR,33.3572,-93.4358,320,105.0,1,3
Leesburg,NJ,39.2593,-74.9849,320,70.2,0,3
Grinnell,KS,39.1266,-100.6311,320,251.2,1,3
Wanship,UT,40.8167,-111.4151,320,24.5,0,3
Applewold,PA,40.8084,-79.5221,320,1383.1,1,3
Chesterhill,OH,39.4908,-81.8667,320,229.0,1,3
Gagetown,MI,43.6572,-83.2449,320,125.9,1,3
Stewart,OH,39.308,-81.8974,320,210.9,0,3
Truchas,NM,36.0338,-105.8095,320,17.8,0,3
Krakow,WI,44.7585,-88.2611,320,109.6,0,3
Ransom,IL,41.1586,-88.6542,319,123.2,1,3
Uniopolis,OH,40.6024,-84.0858,319,297.7,0,3
Sand City,CA,36.6184,-121.8477,319,225.1,1,3
Medicine Park,OK,34.7287,-98.4782,319,55.7,1,3
Byers,TX,34.0696,-98.1913,319,123.9,1,3
Longville,LA,30.609,-93.2282,319,21.6,0,3
Justice,WV,37.5993,-81.8381,319,93.3,0,3
Eitzen,MN,43.508,-91.4636,319,202.0,1,3
Twain,CA,40.0355,-121.0404,319,17.1,0,3
Nageezi,NM,36.2488,-107.7471,319,8.7,0,3
Onslow,IA,42.1068,-91.0151,319,133.3,1,3
Lake Almanor Peninsula,CA,40.2813,-121.1345,319,40.6,0,3
Gillisonville,SC,32.6116,-81.0001,319,104.2,0,3
Hiddenite,NC,35.9053,-81.086,319,77.5,0,3
Twin Oaks,OK,36.1974,-94.8378,319,23.1,0,3
Lowell,KS,37.0509,-94.7032,319,180.2,0,3
Clyde Park,MT,45.8839,-110.6059,319,194.3,1,3
Flint Hill,VA,38.7666,-78.1028,319,70.8,0,3
Hackberry,AZ,35.3401,-113.7256,319,7.0,0,3
Bogue Chitto,MS,32.8338,-88.9189,319,19.4,0,3
Edmondson,AR,35.105,-90.3054,318,41.0,1,3
Madaket,MA,41.2826,-70.1855,318,61.8,0,3
Ralston,OK,36.5035,-96.7373,318,266.1,1,3
Booth,WV,39.5976,-80.0191,318,223.5,0,3
Oakdale,NE,42.0701,-97.9671,318,236.2,1,3
Yankee Hill,CA,39.7007,-121.5147,318,20.4,0,3
Chelsea,IA,41.9204,-92.3945,318,121.2,1,3
Emigrant,MT,45.3755,-110.7465,318,11.4,0,3
Kremlin,OK,36.5467,-97.8321,318,293.5,1,3
Wynona,OK,36.5458,-96.3264,318,223.6,1,3
Bass Lake,CA,37.328,-119.5665,318,65.2,0,3
Hitterdal,MN,46.9778,-96.2584,318,142.6,1,3
Peavine,OK,35.8903,-94.6064,318,13.1,0,3
Birch Hill,WI,46.5209,-90.5555,318,198.2,1,4
Wyoming,RI,41.5143,-71.6903,318,142.4,0,3
Danby,NY,42.3567,-76.4817,318,35.5,0,3
Salona,PA,41.0838,-77.4586,317,121.2,0,3
Fair Oaks,IN,41.075,-87.2575,317,34.8,0,4
Clayton,LA,31.7226,-91.5373,317,77.4,1,3
Phillips,NE,40.8977,-98.2142,317,269.4,1,3
Cashion Community,TX,34.0365,-98.5081,317,64.5,1,3
Panama,IL,39.029,-89.5246,317,230.7,1,3
Earl Park,IN,40.6856,-87.4201,317,132.4,1,3
Pottawattamie Park,IN,41.7233,-86.8671,317,368.8,1,3
Druid Hills,KY,38.2649,-85.6617,317,1622.5,1,3
Chance,OK,36.0607,-94.6478,317,19.3,0,3
Egg Harbor,WI,45.0528,-87.2826,317,49.7,1,3
Hoven,SD,45.2416,-99.7775,317,273.8,1,3
Sylvan Grove,KS,39.0123,-98.3944,317,212.8,1,3
Junction City,WI,44.593,-89.7679,317,81.2,1,3
Callaghan,VA,37.8112,-80.0871,317,80.8,0,3
New Hampton,MO,40.2652,-94.1952,317,223.1,1,3
Goshen,VA,37.9901,-79.5067,317,70.8,1,3
Kincora,VA,39.0383,-77.4357,317,228.2,0,3
Friant,CA,36.9848,-119.713,317,97.9,0,3
Yale,IA,41.7751,-94.3578,316,139.6,1,3
Walcott,ND,46.5505,-96.9375,316,120.1,1,3
Zihlman,MD,39.6741,-78.9131,316,81.0,0,3
Stanton,MO,38.2702,-91.1059,316,37.3,0,3
Clarington,OH,39.7763,-80.8647,316,106.6,1,3
Halliday,ND,47.3521,-102.3387,316,264.4,1,3
Spencer,NE,42.8753,-98.7003,316,204.1,1,3
Lowry,MN,45.705,-95.519,316,269.7,1,3
Kingston,WI,43.6935,-89.1304,316,93.5,1,3
Nashville,OH,40.5961,-82.1129,316,350.3,1,3
Dillard,OR,43.1082,-123.4262,316,103.5,0,3
Campbell,NE,40.2963,-98.7316,316,295.2,1,3
Hope,ND,47.3244,-97.7191,316,199.0,1,3
Gannett,ID,43.357,-114.1756,316,46.6,0,3
Clear Lake,IL,39.8139,-89.5682,316,297.5,1,3
Potter,NE,41.2244,-103.1905,316,84.8,1,3
Eastville,VA,37.3511,-75.9417,316,155.1,1,3
Milford,KS,39.1729,-96.9105,316,213.4,1,3
Smith Corner,CA,35.4788,-119.2771,316,787.4,0,3
Old Hundred,NC,34.8246,-79.5922,316,125.7,0,3
Arroyo Gardens,TX,26.2052,-97.5021,316,31.0,0,3
Barwick,GA,30.8933,-83.7391,316,169.9,1,3
Sagar,NM,35.2474,-108.767,316,65.3,0,4
Hodges,AL,34.334,-87.9299,315,29.5,1,3
Rebecca,GA,31.8072,-83.4876,315,154.8,1,3
Howell,UT,41.7733,-112.445,315,3.4,1,3
Spillertown,IL,37.7646,-88.9204,315,158.6,1,3
Merriam,IN,41.2873,-85.4344,315,122.8,0,4
Scotland,GA,32.0472,-82.8181,315,84.8,1,3
Okolona,AR,34.0005,-93.3377,315,153.4,1,3
Downsville,NY,42.0833,-74.9966,315,27.7,0,3
Blandburg,PA,40.6837,-78.4159,315,251.2,0,3
Bordelonville,LA,31.1012,-91.9005,315,28.0,0,3
Cutler,IL,38.0325,-89.5676,315,259.8,1,3
Eureka,NV,39.5112,-115.9658,315,94.1,0,3
Mekoryuk,AK,60.3704,-166.267,315,17.2,1,3
Humbird,WI,44.5295,-90.8862,315,107.3,0,3
Oden,MI,45.4251,-84.8257,315,198.2,0,3
McIntosh,AL,31.2649,-88.0284,315,122.1,1,4
Miami,IN,40.6142,-86.1064,315,232.0,0,4
Di Giorgio,CA,35.2491,-118.8442,315,391.8,0,3
Rockvale,MT,45.5187,-108.8713,315,73.3,0,3
Arpelar,OK,34.9356,-95.9589,315,54.6,0,3
Nashport,OH,40.068,-82.1735,315,48.8,0,3
Tremont City,OH,40.0147,-83.8386,314,399.8,1,3
Mill Creek,PA,40.4373,-77.9307,314,303.6,1,3
Saddlebrooke,MO,36.826,-93.2018,314,22.8,1,3
Plainville,GA,34.4053,-85.0312,314,167.9,1,3
Pounding Mill,VA,37.079,-81.7106,314,49.8,0,3
Allenwood,PA,41.1081,-76.8981,314,206.3,0,3
Garretts Mill,MD,39.3534,-77.6892,314,212.4,0,3
St. Regis,MT,47.3016,-115.1015,314,141.6,0,3
Nashua,MT,48.1336,-106.3571,314,171.9,1,3
Gilbert,LA,32.0507,-91.6567,314,115.6,1,3
Indian Lake,PA,40.0446,-78.8603,314,34.0,1,3
